"Ativo","Data (EX-1)","Descrição","Fator"
"UGPA3<XBSP>","2019-02-28","Dividendo de $0.70 por ação",0.98689384011
"UGPA3<XBSP>","2019-04-17","Desdobramento: Cada ação será substituída p/ 2.00 novas ações",0.5
"UGPA3<XBSP>","2019-08-22","Dividendo de $0.20 por ação",0.98833138856
"UGPA3<XBSP>","2020-02-27","Dividendo de $0.24 por ação",0.98746736292
"USIM5<XBSP>","2019-01-07","Juros sobre o capital próprio de $0.079188 por ação",0.99218285696
"USIM5<XBSP>","2019-04-23","Dividendo de $0.068898 por ação",0.99226736824
"USIM5<XBSP>","2019-07-03","Juros sobre o capital próprio de $0.011324 por ação",0.99875153936
"VALE3<XBSP>","2019-12-26","Juros sobre o capital próprio de $1.4144 por ação",0.97418572059
"VVAR3<XBSP>",,,
"WEGE3<XBSP>","2019-02-22","Dividendo de $0.082906 por ação",0.99564799165
"WEGE3<XBSP>","2019-03-22","Juros sobre o capital próprio de $0.046412 por ação",0.99745270225
"WEGE3<XBSP>","2019-06-28","Juros sobre o capital próprio de $0.042882 por ação",0.9979923992
"WEGE3<XBSP>","2019-07-26","Dividendo de $0.089102 por ação",0.99618568587
"WEGE3<XBSP>","2019-09-20","Juros sobre o capital próprio de $0.040882 por ação",0.99832449373
"WEGE3<XBSP>","2019-12-20","Juros sobre o capital próprio de $0.038235 por ação",0.99887178241
"WEGE3<XBSP>","2020-02-21","Dividendo de $0.16776 por ação",0.99663129697
"YDUQ3<XBSP>","2019-04-26","Dividendo de $0.51018 por ação",0.98174659599
